InteractionNumber,ElapsedTime,SplitTime,missCount
-0.230891,-0.03431661,0.04455065,8.151944,296.4236,1.080384
-0.2379019,-0.04705962,0.04137145,14.26517,293.595,0.5189123
-0.2386235,-0.03973593,0.03675598,10.36024,293.3639,1.668783
-0.2379197,-0.03596582,0.03047638,8.088737,291.6791,2.074258
-0.2366018,-0.03184908,0.01234708,5.945656,284.6289,3.692785
-0.2419294,-0.02349622,-0.002462435,2.881636,278.2751,6.052671
-0.2530751,-0.01914595,-0.00154706,0.3905567,276.439,8.073056
-0.2607172,-0.02261532,0.001032647,3.723809,276.6245,6.803723
-0.2581008,-0.02453034,0.005595481,5.261423,279.9016,5.822882
-0.2402641,-0.02489251,0.01559285,5.939487,286.7779,4.602449
-0.2279008,-0.01933523,0.02180956,3.058583,293.31,4.449757
-0.2007582,-0.003777791,0.02624645,355.5342,304.2017,4.005242
-0.183688,-0.001197348,0.01961916,354.8203,306.4848,2.686832
-0.1824141,-0.002479174,0.01315293,354.877,305.7686,2.722613
-0.1917226,-0.005761654,0.01318444,356.5935,305.1464,2.775532
-0.2148029,-0.02094721,0.02333062,4.03561,303.5242,2.631765
-0.2404067,-0.03622362,0.03352975,9.937134,301.9438,1.81266
-0.2598658,-0.04913125,0.04123817,14.99658,301.3366,1.263519
-0.3036058,-0.06632166,0.0596092,19.45573,301.5038,1.762091
-0.3770069,-0.08550173,0.09555014,17.54897,301.7676,2.984262
-0.4689896,-0.1046148,0.1448075,14.54355,303.7887,2.867105
-0.5035759,-0.1106407,0.1701143,15.57798,303.9899,3.560725
-0.4905646,-0.1004603,0.178743,15.75439,308.6957,2.295393
-0.3959083,-0.05788861,0.182995,9.869707,331.1761,4.085334
-0.2924571,-0.03062512,0.1568878,1.466798,351.8808,4.880524
-0.2409731,-0.01771198,0.1340808,357.4388,0.7310337,3.556897
-0.1523758,-0.004762917,0.07732088,354.6818,16.63622,0.9865977
-0.1042786,0.002109159,0.03235874,351.6382,28.43517,359.8177
-0.09756964,0.004930013,0.01414041,350.4385,32.68406,359.6298
-0.1069963,0.005117669,0.01485635,350.0948,34.26875,358.9628
-0.1168305,-0.002518615,0.03001226,353.9693,39.13883,357.891
-0.1248207,-0.005598612,0.04628817,355.0996,40.65594,357.075
-0.1314749,-0.005809029,0.05793883,355.3625,40.52868,358.2342
-0.1332875,-0.006655981,0.06052737,355.4642,40.89388,358.7536
-0.1398259,-0.01094381,0.06816266,356.4528,40.79341,357.5976
-0.1254301,-0.01234645,0.07636279,357.0911,42.39959,358.9358
-0.07837305,-0.01834062,0.07332721,356.3189,49.85518,359.563
-0.01737523,-0.02269449,0.04727614,357.4315,72.59216,356.4746
-8.252147E-05,-0.02804176,0.02980945,358.0069,88.16338,356.7697
0.008182834,-0.03434832,0.01532043,358.9476,105.5512,359.4053
0.002989332,-0.03749011,0.01003662,358.5602,112.7072,0.6966192
-0.001640052,-0.03810233,0.009918386,358.77,114.4873,1.594468
-0.006595396,-0.0489981,0.02793622,5.711826,107.8243,4.300509
-0.02001088,-0.07799903,0.07512871,23.01531,84.37095,7.774067
-0.05493137,-0.09690147,0.1259438,32.90724,56.81699,6.841602
-0.09172744,-0.08131158,0.1632969,27.09872,35.75802,5.675078
-0.1148779,-0.06211058,0.1784059,19.13806,27.06493,5.686447
