InteractionNumber,ElapsedTime,SplitTime,missCount
27.04126,0.2225588,-0.03823898,0.1925545,3.311638,210.2086,359.7642
27.14339,0.2524692,-0.03252098,0.2198051,1.085117,211.9465,358.0917
27.25422,0.2858857,-0.03910886,0.2448827,2.786,213.3961,357.4946
27.35448,0.3070755,-0.04475133,0.2603212,4.43583,214.0868,359.552
27.45473,0.325561,-0.04171016,0.2622797,3.937686,209.3555,0.9744187
27.56768,0.3453055,-0.04037548,0.249869,3.028533,197.3358,1.22957
27.66779,0.3529004,-0.04231701,0.2324281,3.690161,187.1626,0.8809744
27.7683,0.34894,-0.04332589,0.2064472,2.524146,176.4755,0.9576999
27.86853,0.3293773,-0.04425994,0.1716532,359.357,166.2523,1.795143
27.96884,0.2998833,-0.04071202,0.1326247,356.3358,154.7582,3.495472
28.08107,0.264498,-0.02737474,0.08942825,352.3963,143.61,4.644649
28.19333,0.2423435,-0.01501642,0.05599182,347.785,133.7828,2.961513
28.29359,0.2348469,-0.008960269,0.03786732,346.6666,121.328,3.420925
28.39403,0.2291972,1.607777E-05,0.01883883,340.5011,112.9584,2.43214
28.4942,0.2255845,0.004826881,0.001971858,336.2179,109.0884,2.169128
28.59447,0.2298499,0.004114666,-0.01031659,337.8611,104.7229,2.655712
28.69455,0.237215,-0.0006124288,-0.02909692,344.9152,106.7398,1.011001
28.79477,0.2456749,-0.01167291,-0.04277728,354.3977,108.7131,2.242508
28.8953,0.2578499,-0.02481354,-0.04033743,1.942224,101.9686,5.097011
28.99532,0.2703705,-0.03581223,-0.03651807,6.404292,95.57724,3.860458
29.09589,0.2780335,-0.0555201,-0.04134389,14.40616,94.41426,1.676598
29.19596,0.2751616,-0.07602347,-0.05225143,23.33294,95.0123,359.9846
29.29623,0.261456,-0.08688951,-0.06803259,28.51532,98.34031,357.5593
29.39658,0.2431563,-0.06362986,-0.08411373,16.53529,102.7285,3.156459
29.49683,0.2177678,-0.04278468,-0.09584852,7.465404,104.7702,6.29273
29.59731,0.1930974,-0.04214254,-0.1084532,7.486703,108.6005,5.756145
29.69913,0.167777,-0.0484878,-0.1249223,10.33249,116.2548,5.849908
29.80608,0.1438613,-0.04608849,-0.1422309,6.77281,123.8267,7.55469
29.90894,0.1281819,-0.04040032,-0.1573424,2.985178,129.3145,7.142883
30.00982,0.1164049,-0.0347046,-0.174805,0.6641101,136.2503,5.427017
30.11035,0.1084371,-0.03224026,-0.1920836,359.4847,144.717,3.899198
30.21074,0.105644,-0.03924236,-0.2078854,3.961689,154.3123,2.460598
30.31086,0.1101224,-0.04607137,-0.2155921,8.203824,163.1742,2.248006
30.41133,0.1252868,-0.05853242,-0.2137726,13.48846,170.8462,2.909564
30.51148,0.1544379,-0.07101413,-0.2001912,18.58706,175.5808,3.575871
30.612,0.1947919,-0.07987064,-0.1819321,21.45604,176.917,3.851395
30.71208,0.2380115,-0.07936632,-0.1653613,21.71408,171.7875,3.599639
30.8122,0.2676658,-0.0809262,-0.1429996,23.67246,164.0409,1.564283
30.91223,0.2750192,-0.08472918,-0.1200293,26.52729,160.6653,359.0637
31.01275,0.2635139,-0.08265226,-0.09708168,26.45383,160.2128,359.6379
31.11307,0.2411206,-0.07459113,-0.07342089,22.41476,158.7316,1.057239
31.2131,0.2128827,-0.07149918,-0.04695417,19.71595,154.1755,2.502898
31.31338,0.1839371,-0.06986236,-0.01693833,19.17531,146.9836,2.870378
31.41362,0.1548787,-0.07446373,0.0176951,20.09344,142.7205,1.833423
31.51391,0.1265655,-0.08012743,0.06023227,23.46493,144.104,0.4122438
31.61422,0.1019007,-0.08021094,0.1018665,24.1654,148.7777,1.516676
31.71427,0.09705821,-0.07284027,0.1386518,20.54613,151.2545,3.374645
31.81455,0.1048978,-0.0680373,0.1703966,18.04523,152.1728,3.489133
31.91477,0.1190725,-0.05824228,0.1912811,15.3428,152.6365,3.228622
32.0149,0.1310737,-0.06028567,0.2083378,17.545,153.0889,1.620096
32.11549,0.146054,-0.07050496,0.2189028,23.0052,153.7971,359.8878
32.21583,0.1615957,-0.08838866,0.2260842,30.08055,153.9685,359.1136
32.31623,0.1735951,-0.1015184,0.2321443,34.40549,155.7053,0.5470681
